"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] GamesYearComparator5Years record1Value","[0] GamesYearComparator5Years record2Value","[0] GamesYearComparator5Years record1PreprocessedValue","[0] GamesYearComparator5Years record2PreprocessedValue","[0] GamesYearComparator5Years similarity","[0] GamesYearComparator5Years postproccesedSimilarity","[1] GamesTitleComparatorJaccard record1Value","[1] GamesTitleComparatorJaccard record2Value","[1] GamesTitleComparatorJaccard record1PreprocessedValue","[1] GamesTitleComparatorJaccard record2PreprocessedValue","[1] GamesTitleComparatorJaccard similarity","[1] GamesTitleComparatorJaccard postproccesedSimilarity"
"LinearCombinationMatchingRule","sales_4565","wiki_34761","0.0",,"2007-01-01T01:01:01.000000001","1986-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","1986-01-01T01:01:01.000000001","0.0","0.0","Pirates of the Caribbean: At World's End","Pirates of the Barbary Coast","pirates of the caribbean: at world's end","pirates of the barbary coast","0.3","0.0"
"LinearCombinationMatchingRule","sales_566","wiki_32869","0.0",,"2005-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","0.0","0.0","Call Of Duty 2: Big Red One","Call of Duty: Black Ops â€“ Zombies","call of duty 2: big red one","call of duty: black ops â€“ zombies","0.2727272727272727","0.0"
"LinearCombinationMatchingRule","sales_12606","wiki_23079","0.18",,"2010-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","0.6","0.6","pro evolution soccer 2011","Pro Evolution Soccer 2013","pro evolution soccer 2011","pro evolution soccer 2013","0.6","0.0"
"LinearCombinationMatchingRule","sales_11","wiki_45981","0.0",,"2005-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","0.0","0.0","Nintendogs","Nightmist","nintendogs","nightmist","0.0","0.0"
"LinearCombinationMatchingRule","sales_11619","wiki_23229","0.0",,"2016-01-01T01:01:01.000000001","1997-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","1997-01-01T01:01:01.000000001","0.0","0.0","Terraria","TetriNET","terraria","tetrinet","0.0","0.0"
"LinearCombinationMatchingRule","sales_2585","wiki_23011","0.24",,"2007-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","0.8","0.8","Rayman Raving Rabbids 2","Rayman Raving Rabbids","rayman raving rabbids 2","rayman raving rabbids","0.75","0.0"
"LinearCombinationMatchingRule","sales_12440","wiki_42456","0.0",,"1995-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","1995-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Kekkon: Marriage","Kekkon: Marriage","kekkon: marriage","kekkon: marriage","1.0","0.0"
"LinearCombinationMatchingRule","sales_1710","wiki_52799","0.0",,"1999-01-01T01:01:01.000000001","2020-01-01T01:01:01.000000001","1999-01-01T01:01:01.000000001","2020-01-01T01:01:01.000000001","0.0","0.0","Shenmue","shapez.io","shenmue","shapez.io","0.0","0.0"
"LinearCombinationMatchingRule","sales_16261","wiki_34876","0.0",,"2016-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","0.0","0.0","Paragon","Partisan","paragon","partisan","0.0","0.0"
"LinearCombinationMatchingRule","sales_729","wiki_50271","0.0",,"1998-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","1998-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","0.0","0.0","The Legend of Zelda: Link's Awakening DX","The Legend of Heroes: Trails in the Sky","the legend of zelda: link's awakening dx","the legend of heroes: trails in the sky","0.25","0.0"
"LinearCombinationMatchingRule","sales_14579","wiki_22311","0.0",,"2002-01-01T01:01:01.000000001","1996-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","1996-01-01T01:01:01.000000001","0.0","0.0","Syberia","Synnergist","syberia","synnergist","0.0","0.0"
"LinearCombinationMatchingRule","sales_2207","wiki_49952","0.0",,"2009-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","0.0","0.0","Bayonetta","Ballance","bayonetta","ballance","0.0","0.0"
"LinearCombinationMatchingRule","sales_411","wiki_18697","0.0",,"2014-01-01T01:01:01.000000001","1998-01-01T01:01:01.000000001","2014-01-01T01:01:01.000000001","1998-01-01T01:01:01.000000001","0.0","0.0","Destiny","DethKarz","destiny","dethkarz","0.0","0.0"
"LinearCombinationMatchingRule","sales_2503","wiki_36871","0.12",,"1996-01-01T01:01:01.000000001","1993-01-01T01:01:01.000000001","1996-01-01T01:01:01.000000001","1993-01-01T01:01:01.000000001","0.4","0.4","Casper","Cardiaxx","casper","cardiaxx","0.0","0.0"
"LinearCombinationMatchingRule","sales_15123","wiki_23425","0.0",,"2009-01-01T01:01:01.000000001","1985-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","1985-01-01T01:01:01.000000001","0.0","0.0","SAW","Saboteur","saw","saboteur","0.0","0.0"
"LinearCombinationMatchingRule","sales_2913","wiki_44086","0.0",,"2011-01-01T01:01:01.000000001","1995-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","1995-01-01T01:01:01.000000001","0.0","0.0","Lalaloopsy","Lasertank","lalaloopsy","lasertank","0.0","0.0"
"LinearCombinationMatchingRule","sales_8811","wiki_27520","0.0",,"1996-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","1996-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","0.0","0.0","Rudra no Hihou","Rudra no HihÅ","rudra no hihou","rudra no hihå","0.5","0.0"
"LinearCombinationMatchingRule","sales_2006","wiki_52831","0.0",,"2005-01-01T01:01:01.000000001","2020-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","2020-01-01T01:01:01.000000001","0.0","0.0","Need for Speed: Most Wanted","Need for Speed Hot Pursuit Remastered","need for speed: most wanted","need for speed hot pursuit remastered","0.375","0.0"
"LinearCombinationMatchingRule","sales_4256","wiki_26791","0.3",,"2005-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","1.0","1.0","Dragon Ball Z: Sagas","Dragon Ball Z: Sagas","dragon ball z: sagas","dragon ball z: sagas","1.0","0.0"
"LinearCombinationMatchingRule","sales_8131","wiki_21571","0.0",,"2011-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Brink","BRAVA!!","brink","brava!!","0.0","0.0"
"LinearCombinationMatchingRule","sales_4497","wiki_46632","0.0",,"2003-01-01T01:01:01.000000001","1981-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","1981-01-01T01:01:01.000000001","0.0","0.0","Primal","Protector","primal","protector","0.0","0.0"
"LinearCombinationMatchingRule","sales_4497","wiki_24601","0.0",,"2003-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Primal","PRETTYÃ—CATION","primal","prettyã—cation","0.0","0.0"
"LinearCombinationMatchingRule","sales_9499","wiki_31635","0.0",,"2002-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","0.0","0.0","NightCaster","Nitrobike","nightcaster","nitrobike","0.0","0.0"
"LinearCombinationMatchingRule","sales_15383","wiki_47648","0.3",,"1999-01-01T01:01:01.000000001","1999-01-01T01:01:01.000000001","1999-01-01T01:01:01.000000001","1999-01-01T01:01:01.000000001","1.0","1.0","Silent Bomber","Silent Bomber","silent bomber","silent bomber","1.0","0.0"
"LinearCombinationMatchingRule","sales_8935","wiki_22302","0.0",,"2009-01-01T01:01:01.000000001","2014-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","2014-01-01T01:01:01.000000001","0.0","0.0","NHL 2K10","NHL 2K","nhl 2k10","nhl 2k","0.75","0.0"
"LinearCombinationMatchingRule","sales_1827","wiki_51043","0.0",,"2005-01-01T01:01:01.000000001","2020-01-01T01:01:01.000000001","2005-01-01T01:01:01.000000001","2020-01-01T01:01:01.000000001","0.0","0.0","Call Of Duty 2: Big Red One","Call of Duty: Modern Warfare 2 Campaign Remastered","call of duty 2: big red one","call of duty: modern warfare 2 campaign remastered","0.36363636363636365","0.0"
"LinearCombinationMatchingRule","sales_8484","wiki_40280","0.0",,"2010-01-01T01:01:01.000000001","2017-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","2017-01-01T01:01:01.000000001","0.0","0.0","Create","Cryptark","create","cryptark","0.0","0.0"
"LinearCombinationMatchingRule","sales_8754","wiki_31389","0.0",,"2014-01-01T01:01:01.000000001","1999-01-01T01:01:01.000000001","2014-01-01T01:01:01.000000001","1999-01-01T01:01:01.000000001","0.0","0.0","Metal Gear Solid V: Ground Zeroes","Metal Gear Solid: VR Missions","metal gear solid v: ground zeroes","metal gear solid: vr missions","0.375","0.0"
"LinearCombinationMatchingRule","sales_6820","wiki_42272","0.059999999999999984",,"2003-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","0.19999999999999996","0.19999999999999996","Corvette","Conan","corvette","conan","0.0","0.0"
"LinearCombinationMatchingRule","sales_15370","wiki_43952","0.0",,"2016-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","The Legend of Heroes: Trails in the Sky Third Chapter","The Legend of Zelda: Breath of the Wild 2","the legend of heroes: trails in the sky third chapter","the legend of zelda: breath of the wild 2","0.23076923076923078","0.0"
"LinearCombinationMatchingRule","sales_3648","wiki_42575","0.0",,"1996-01-01T01:01:01.000000001","2019-01-01T01:01:01.000000001","1996-01-01T01:01:01.000000001","2019-01-01T01:01:01.000000001","0.0","0.0","Sakura Wars","Sakura Wars","sakura wars","sakura wars","1.0","0.0"
"LinearCombinationMatchingRule","sales_488","wiki_19136","0.3",,"2009-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","1.0","1.0","inFAMOUS","InFamous","infamous","infamous","1.0","0.0"
"LinearCombinationMatchingRule","sales_2922","wiki_17030","0.0",,"2010-01-01T01:01:01.000000001","1999-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","1999-01-01T01:01:01.000000001","0.0","0.0","Prince of Persia: The Forgotten Sands","Prince of Persia 3D","prince of persia: the forgotten sands","prince of persia 3d","0.375","0.0"
"LinearCombinationMatchingRule","sales_1272","wiki_32802","0.0",,"2000-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","0.0","0.0","Banjo-Tooie","Backbreaker","banjo-tooie","backbreaker","0.0","0.0"
"LinearCombinationMatchingRule","sales_14846","wiki_21906","0.0",,"2004-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Bookworm","Boovie","bookworm","boovie","0.0","0.0"
"LinearCombinationMatchingRule","sales_9514","wiki_23946","0.0",,"2003-01-01T01:01:01.000000001","1994-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","1994-01-01T01:01:01.000000001","0.0","0.0","Whiplash","Whizz","whiplash","whizz","0.0","0.0"
"LinearCombinationMatchingRule","sales_1593","wiki_36454","0.0",,"2006-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Black","Blocked","black","blocked","0.0","0.0"
"LinearCombinationMatchingRule","sales_4952","wiki_23058","0.0",,"2013-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","2013-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","0.0","0.0","Tiger Woods PGA Tour 14","Tiger Woods PGA Tour 2000","tiger woods pga tour 14","tiger woods pga tour 2000","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","sales_10896","wiki_19451","0.0",,"2002-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","0.0","0.0","Freekstyle","Freeze!","freekstyle","freeze!","0.0","0.0"
"LinearCombinationMatchingRule","sales_15690","wiki_47051","0.0",,"2014-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2014-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Robotics;Notes","Rock-Paper-Sumo","robotics;notes","rock-paper-sumo","0.0","0.0"
"LinearCombinationMatchingRule","sales_12415","wiki_48062","0.0",,"2009-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Steins;Gate","Starch","steins;gate","starch","0.0","0.0"
"LinearCombinationMatchingRule","sales_451","wiki_27386","0.0",,"2002-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","0.0","0.0","Dragon Ball Z: Budokai","Dragon Ball Z: Attack of the Saiyans","dragon ball z: budokai","dragon ball z: attack of the saiyans","0.375","0.0"
"LinearCombinationMatchingRule","sales_14997","wiki_36656","0.0",,"1994-01-01T01:01:01.000000001","1999-01-01T01:01:01.000000001","1994-01-01T01:01:01.000000001","1999-01-01T01:01:01.000000001","0.0","0.0","Bust-A-Move","Bugdom","bust-a-move","bugdom","0.0","0.0"
"LinearCombinationMatchingRule","sales_7496","wiki_48991","0.0",,"2006-01-01T01:01:01.000000001","1982-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","1982-01-01T01:01:01.000000001","0.0","0.0","Thrillville","Thief","thrillville","thief","0.0","0.0"
"LinearCombinationMatchingRule","sales_8303","wiki_39426","0.0",,"2003-01-01T01:01:01.000000001","1994-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","1994-01-01T01:01:01.000000001","0.0","0.0","RoadKill","Roadkill","roadkill","roadkill","1.0","0.0"
"LinearCombinationMatchingRule","sales_4597","wiki_46433","0.0",,"2010-01-01T01:01:01.000000001","2001-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","2001-01-01T01:01:01.000000001","0.0","0.0","Harry Potter and the Deathly Hallows - Part 1","Harry Potter and the Philosopher's Stone","harry potter and the deathly hallows - part 1","harry potter and the philosopher's stone","0.36363636363636365","0.0"
"LinearCombinationMatchingRule","sales_11742","wiki_52620","0.0",,"2010-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Beat City","Beat City","beat city","beat city","1.0","0.0"
"LinearCombinationMatchingRule","sales_6370","wiki_52430","0.0",,"2009-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Shin Megami Tensei: Devil Survivor","Shin Megami Tensei III Nocturne HD","shin megami tensei: devil survivor","shin megami tensei iii nocturne hd","0.375","0.0"
"LinearCombinationMatchingRule","sales_13036","wiki_31677","0.0",,"2007-01-01T01:01:01.000000001","1989-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","1989-01-01T01:01:01.000000001","0.0","0.0","Ontamarama","Onslaught","ontamarama","onslaught","0.0","0.0"
"LinearCombinationMatchingRule","sales_6201","wiki_31812","0.0",,"2004-01-01T01:01:01.000000001","1990-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","1990-01-01T01:01:01.000000001","0.0","0.0","The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies","The Adventures of Rad Gravity","the adventures of jimmy neutron boy genius: attack of the twonkies","the adventures of rad gravity","0.2727272727272727","0.0"
"LinearCombinationMatchingRule","sales_12868","wiki_29515","0.0",,"2009-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","0.0","0.0","Vertigo","Vexx","vertigo","vexx","0.0","0.0"
"LinearCombinationMatchingRule","sales_11003","wiki_37685","0.0",,"2009-01-01T01:01:01.000000001","2001-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","2001-01-01T01:01:01.000000001","0.0","0.0","Damnation","DarkSpace","damnation","darkspace","0.0","0.0"
"LinearCombinationMatchingRule","sales_8905","wiki_32526","0.12",,"1997-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","1997-01-01T01:01:01.000000001","2000-01-01T01:01:01.000000001","0.4","0.4","Mobile Suit Gundam Side Story III: Sabakareshi Mono","Mobile Suit Gundam: Journey to Jaburo","mobile suit gundam side story iii: sabakareshi mono","mobile suit gundam: journey to jaburo","0.2727272727272727","0.0"
"LinearCombinationMatchingRule","sales_5008","wiki_52723","0.0",,"2002-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Headhunter","Hellseed","headhunter","hellseed","0.0","0.0"
"LinearCombinationMatchingRule","sales_8303","wiki_47059","0.24",,"2003-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","0.8","0.8","RoadKill","RocketBowl","roadkill","rocketbowl","0.0","0.0"
"LinearCombinationMatchingRule","sales_4684","wiki_50155","0.0",,"0000-01-01T01:01:01.000000001","2020-01-01T01:01:01.000000001","0000-01-01T01:01:01.000000001","2020-01-01T01:01:01.000000001","0.0","0.0","TERA","Teardown","tera","teardown","0.0","0.0"
"LinearCombinationMatchingRule","sales_16363","wiki_46546","0.0",,"2004-01-01T01:01:01.000000001","1986-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","1986-01-01T01:01:01.000000001","0.0","0.0","Powerdrome","Portal","powerdrome","portal","0.0","0.0"
"LinearCombinationMatchingRule","sales_7703","wiki_37285","0.0",,"2007-01-01T01:01:01.000000001","1985-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","1985-01-01T01:01:01.000000001","0.0","0.0","Conan","Confuzion","conan","confuzion","0.0","0.0"
"LinearCombinationMatchingRule","sales_14338","wiki_45328","0.0",,"1995-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","1995-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Rampo","Rainswept","rampo","rainswept","0.0","0.0"
"LinearCombinationMatchingRule","sales_13432","wiki_36904","0.0",,"2003-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","0.0","0.0","Futurama","FusionFall","futurama","fusionfall","0.0","0.0"
"LinearCombinationMatchingRule","sales_192","wiki_18294","0.3",,"1992-01-01T01:01:01.000000001","1992-01-01T01:01:01.000000001","1992-01-01T01:01:01.000000001","1992-01-01T01:01:01.000000001","1.0","1.0","Kirby's Dream Land","Kirby's Dream Land","kirby's dream land","kirby's dream land","1.0","0.0"
"LinearCombinationMatchingRule","sales_9408","wiki_44066","0.0",,"2002-01-01T01:01:01.000000001","2019-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","2019-01-01T01:01:01.000000001","0.0","0.0","NHL 2003","NHL 20","nhl 2003","nhl 20","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","sales_7319","wiki_43402","0.12",,"2013-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","2013-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","0.4","0.4","Steins;Gate","Starbound","steins;gate","starbound","0.0","0.0"
"LinearCombinationMatchingRule","sales_1542","wiki_26195","0.0",,"2014-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","2014-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","0.0","0.0","Metal Gear Solid V: Ground Zeroes","Metal Gear Solid: The Twin Snakes","metal gear solid v: ground zeroes","metal gear solid: the twin snakes","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","sales_2404","wiki_39583","0.0",,"2006-01-01T01:01:01.000000001","2017-01-01T01:01:01.000000001","2006-01-01T01:01:01.000000001","2017-01-01T01:01:01.000000001","0.0","0.0","Lemmings","Legenne","lemmings","legenne","0.0","0.0"
"LinearCombinationMatchingRule","sales_8758","wiki_28651","0.0",,"1989-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","1989-01-01T01:01:01.000000001","0001-01-01T01:01:01.000000001","0.0","0.0","Klax","KLines","klax","klines","0.0","0.0"
"LinearCombinationMatchingRule","sales_5919","wiki_43704","0.0",,"2011-01-01T01:01:01.000000001","2019-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","2019-01-01T01:01:01.000000001","0.0","0.0","Call of Duty: Modern Warfare 3: Defiance","Call of Duty: Mobile","call of duty: modern warfare 3: defiance","call of duty: mobile","0.375","0.0"
"LinearCombinationMatchingRule","sales_2574","wiki_23199","0.18",,"2009-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","2009-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","0.6","0.6","Pro Evolution Soccer 2010","Pro Evolution Soccer 2011 3D","pro evolution soccer 2010","pro evolution soccer 2011 3d","0.42857142857142855","0.0"
"LinearCombinationMatchingRule","sales_12006","wiki_44596","0.0",,"2016-01-01T01:01:01.000000001","1991-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","1991-01-01T01:01:01.000000001","0.0","0.0","Battleborn","Batman","battleborn","batman","0.0","0.0"
"LinearCombinationMatchingRule","sales_13504","wiki_33159","0.0",,"2007-01-01T01:01:01.000000001","1991-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","1991-01-01T01:01:01.000000001","0.0","0.0","Heatseeker","Heartlight","heatseeker","heartlight","0.0","0.0"
"LinearCombinationMatchingRule","sales_7247","wiki_23970","0.3",,"2016-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","1.0","1.0","Tales of Berseria","Tales of Berseria","tales of berseria","tales of berseria","1.0","0.0"
"LinearCombinationMatchingRule","sales_2776","wiki_50937","0.12",,"2010-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","0.4","0.4","Blur","Blockland","blur","blockland","0.0","0.0"
"LinearCombinationMatchingRule","sales_10733","wiki_46410","0.12",,"2011-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","0.4","0.4","Pinball Hall of Fame: The Williams Collection","Pinball Hall of Fame: The Williams Collection","pinball hall of fame: the williams collection","pinball hall of fame: the williams collection","1.0","0.0"
"LinearCombinationMatchingRule","sales_5795","wiki_22985","0.0",,"2011-01-01T01:01:01.000000001","1994-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","1994-01-01T01:01:01.000000001","0.0","0.0","The King of Fighters XIII","The King of Fighters '94","the king of fighters xiii","the king of fighters '94","0.6666666666666666","0.0"
"LinearCombinationMatchingRule","sales_1300","wiki_23786","0.0",,"2012-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","2012-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","0.0","0.0","Tom Clancy's Ghost Recon: Future Soldier","Tom Clancy's Ghost Recon Advanced Warfighter 2","tom clancy's ghost recon: future soldier","tom clancy's ghost recon advanced warfighter 2","0.5","0.0"
"LinearCombinationMatchingRule","sales_4538","wiki_24920","0.3",,"2004-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","1.0","1.0","EyeToy: AntiGrav","EyeToy: AntiGrav","eyetoy: antigrav","eyetoy: antigrav","1.0","0.0"
"LinearCombinationMatchingRule","sales_1953","wiki_47531","0.3",,"2008-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","2008-01-01T01:01:01.000000001","1.0","1.0","LEGO Indiana Jones: The Original Adventures","Lego Indiana Jones: The Original Adventures","lego indiana jones: the original adventures","lego indiana jones: the original adventures","1.0","0.0"
"LinearCombinationMatchingRule","sales_2661","wiki_30313","0.0",,"1982-01-01T01:01:01.000000001","1995-01-01T01:01:01.000000001","1982-01-01T01:01:01.000000001","1995-01-01T01:01:01.000000001","0.0","0.0","Galaxian","Gargoyles","galaxian","gargoyles","0.0","0.0"
"LinearCombinationMatchingRule","sales_236","wiki_47911","0.0",,"2015-01-01T01:01:01.000000001","1997-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","1997-01-01T01:01:01.000000001","0.0","0.0","Splatoon","Spellcross","splatoon","spellcross","0.0","0.0"
"LinearCombinationMatchingRule","sales_15988","wiki_36438","0.0",,"2003-01-01T01:01:01.000000001","1983-01-01T01:01:01.000000001","2003-01-01T01:01:01.000000001","1983-01-01T01:01:01.000000001","0.0","0.0","Blackthorne","Blaster","blackthorne","blaster","0.0","0.0"
"LinearCombinationMatchingRule","sales_16460","wiki_39808","0.0",,"2015-01-01T01:01:01.000000001","1994-01-01T01:01:01.000000001","2015-01-01T01:01:01.000000001","1994-01-01T01:01:01.000000001","0.0","0.0","Rugby World Cup 2015","Rugby World Cup '95","rugby world cup 2015","rugby world cup '95","0.6","0.0"
"LinearCombinationMatchingRule","sales_1758","wiki_47029","0.0",,"2011-01-01T01:01:01.000000001","1983-01-01T01:01:01.000000001","2011-01-01T01:01:01.000000001","1983-01-01T01:01:01.000000001","0.0","0.0","Rocksmith","Robon","rocksmith","robon","0.0","0.0"
"LinearCombinationMatchingRule","sales_2718","wiki_27861","0.0",,"2002-01-01T01:01:01.000000001","2017-01-01T01:01:01.000000001","2002-01-01T01:01:01.000000001","2017-01-01T01:01:01.000000001","0.0","0.0","Marvel vs. Capcom 2: New Age of Heroes","Marvel vs. Capcom: Infinite","marvel vs. capcom 2: new age of heroes","marvel vs. capcom: infinite","0.3333333333333333","0.0"
"LinearCombinationMatchingRule","sales_15717","wiki_24620","0.3",,"2016-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","2016-01-01T01:01:01.000000001","1.0","1.0","Nil Admirari no Tenbin: Teito Genwaku Toukidan","Nil Admirari no Tenbin: Teito Genwaku Kitan","nil admirari no tenbin: teito genwaku toukidan","nil admirari no tenbin: teito genwaku kitan","0.75","0.0"
"LinearCombinationMatchingRule","sales_1843","wiki_46666","0.12",,"2007-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","2007-01-01T01:01:01.000000001","2004-01-01T01:01:01.000000001","0.4","0.4","Need for Speed: ProStreet","Need for Speed: Underground 2","need for speed: prostreet","need for speed: underground 2","0.5","0.0"
"LinearCombinationMatchingRule","sales_9674","wiki_29461","0.3",,"1996-01-01T01:01:01.000000001","1996-01-01T01:01:01.000000001","1996-01-01T01:01:01.000000001","1996-01-01T01:01:01.000000001","1.0","1.0","Criticom","Creatures","criticom","creatures","0.0","0.0"
"LinearCombinationMatchingRule","sales_14088","wiki_40952","0.0",,"0000-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","0000-01-01T01:01:01.000000001","2010-01-01T01:01:01.000000001","0.0","0.0","Housekeeping","Hoard","housekeeping","hoard","0.0","0.0"
